9100157532;50231883000119;202305;12520203;75353;5611201
9100157613;37834102000112;202305;11011112;77410;0151201
9100157702;06026537000107;202305;12520203;75353;6203100
9100157885;30291091000122;202305;11011112;74250;4687703
9100157966;50301005000122;202305;12520203;76635;4781400
9100158008;50506726000179;202305;11011112;74772;0115600
9100158180;37687203000108;202305;12520203;75353;4330403
9100158261;36309660000104;202305;12520203;78859;4761001
9100158423;50506379000184;202305;12520203;74810;4783101
9100158504;17498484000143;202305;12520203;75353;4781400
9100158776;31683385000162;202305;12520203;74934;4930202
9100158857;40413608000162;202305;11011112;79057;0115600
9100158938;36460716000208;202305;12520203;78115;4774100
9100159071;46577107000106;202305;12520203;76678;4759899
9100159152;43964478000225;202305;12520203;75353;5620104
9100159233;46556446002494;202305;11011112;78859;4930202
9100159314;50510542000182;202305;12520203;74934;4784900
9100159403;50510806000106;202305;12520203;76830;0155505
9100159586;50510815000199;202305;12520203;75353;4530703
9100159667;33304407000161;202305;12520203;77771;4744001
9100159748;36080972000180;202305;12520203;75132;4781400
9100159829;45997147000136;202305;11011112;74934;5811500
9100159900;50511094000131;202305;12520203;76910;4783101
9100160088;38348753000165;202305;11011112;76910;4729699
9100160169;50510961000114;202305;12520203;76678;1091102
9100160240;50511383000130;202305;12520203;75353;8020001
9100160320;50511402000129;202305;12520203;77976;4623109
9100160401;50511506000133;202305;11011112;74934;4671100
9100160592;23796099000185;202305;12520203;75833;4751201
9100160673;50511565000101;202305;12520203;76775;5611201
9100160754;09648527000100;202305;11011112;76333;0210103
9100160835;50511592000184;202305;12520203;75833;4643502
9100160916;43378186000200;202305;12520203;74250;2833000
9100161050;50511648000109;202305;11011112;75159;4929902
9100161130;50511829000127;202305;12520203;74276;4754701
9100161211;50511833000195;202305;12520203;78590;4712100
9100161300;50511637000110;202305;12520203;79359;4789099
9100161483;50512001000193;202305;12520203;74292;4751201
9100161564;50511999000101;202305;12520203;75353;5611203
9100161645;50512063000103;202305;12520203;77755;4751201
9100161726;50512096000145;202305;12520203;75353;4930202
9100161807;50512120000146;202305;12520203;76910;4783101
9100161998;50512232000105;202305;11011112;74810;4752100
9100162021;48044342000130;202305;12520203;76473;4723700
9100162102;02898065000121;202305;11011112;75914;4211101
9100162293;35517670000164;202305;11011112;79359;4721102
9100162374;50512403000198;202305;12520203;75353;4763602
9100162455;50512492000172;202305;12520203;78654;4712100
9100162617;50512617000164;202305;11011112;75736;4712100
9100162706;50512321000143;202305;11011112;75353;4752100
9100162889;50512811000140;202305;11011112;75698;3250705
9100162960;50512910000121;202305;12520203;76910;4530703
9100163001;50512922000156;202305;11011112;78450;6810202
9100163184;50512956000140;202305;12520203;79634;5611201
9100163265;50513003000105;202305;12520203;75353;4530704
9100163346;50513013000132;202305;12520203;75353;4930202
9100163427;50513178000104;202305;11011112;74276;0115600
9100163508;50513202000105;202305;12520203;79537;4772500
9100163699;17671774000147;202305;12520203;74837;3101200
9100163770;47044596000195;202305;12520203;78859;4712100
9100163850;15699551000162;202305;12520203;75353;4511102
9100163931;50513346000161;202305;12520203;78875;5611203
9100164075;18570928000177;202305;12520203;75353;4754702
9100164237;42407349000192;202305;12520203;78913;1521100
9100164318;46827958000151;202305;12520203;76910;4789099
9100164407;37422881000220;202305;11011112;78859;4541203
9100164580;22684834000287;202305;11011992;79332;4681802
9100164660;33038877000120;202305;12520203;74357;4721102
9100164741;40957156000937;202305;12520203;76678;4729602
9100164822;50515107000140;202305;12520203;74713;2861500
9100164903;25912513000108;202305;12520203;76058;4120400
9100165047;50515193000191;202305;11011112;76910;4789099
9100165128;50515225000159;202305;12520203;75353;4729699
9100165209;50515365000127;202305;12520203;75353;4686902
9100165390;32670896000102;202305;11011112;77771;4930202
9100165470;50513591000179;202305;12520203;78417;4930202
9100165551;50515538000107;202305;11011112;75353;4635499
9100165632;50515594000141;202305;12520203;76910;4649499
9100165802;50515727000180;202305;11011112;77496;1041400
9100165985;50514225000134;202305;12520203;75353;4530703
9100166019;50515876000149;202305;12520203;75353;4930202
9100166108;06099868000177;202305;12520203;77330;5211799
9100166280;20004811000178;202305;12520203;99830;4773300
9100166361;50514445000168;202305;12520203;74497;4930202
9100166442;50514849000151;202305;11011112;08524;4632001
9100166523;50515195000180;202305;12520203;75353;5811500
9100166604;40957156000856;202305;12520203;76813;4729602
9100166795;40957156001070;202305;12520203;74276;4729602
9100166876;11784323000130;202305;11011112;74179;4211101
9100166957;40957156001151;202305;12520203;76678;4729602
9100167090;40957156001232;202305;12520203;76813;4729602
9100167171;50512836000143;202305;12520203;75353;4530703
9100167252;42813846000190;202305;12520203;77771;4772500
9100167333;50513051000195;202305;12520203;75639;4729699
9100167414;50513347000106;202305;12520203;75353;4639701
9100167686;50513481000107;202305;12520203;99830;4752100
9100167767;50513561000162;202305;12520203;78239;4744099
9100167848;50516303000130;202305;12520203;79693;5611201
9100167929;50480728000136;202305;12520203;77917;4930202
9100168062;09504482000191;202305;12520203;77771;4759899
9100168143;37887269000141;202305;12520203;76910;4663000
9100168224;50516654000140;202305;11011112;55352;4781400
9100168305;45356252000196;202305;12520203;75353;4757100
9100168496;47349149000144;202305;11011112;75116;4723700
9100168577;50517013000100;202305;12520203;77356;4530703
9100168658;37644361000261;202305;12520203;74195;4754701
9100168739;50512194000182;202305;12520203;79359;4771704
9100168810;50510889000125;202305;12520203;76678;4512902
9100168909;50517498000132;202305;12520203;77518;3299004
9100169034;16983584000100;202305;12520203;75353;5811500
9100169115;50517746000145;202305;12520203;77216;3101200
9100169204;50517801000105;202305;12520203;79359;4712100
9100169387;50517808000119;202305;12520203;75353;4930204
9100169468;50517863000109;202305;12520203;79634;4721102
9100169549;50517868000131;202305;12520203;54739;5091202
9100169620;04448384000160;202305;11011112;74357;3600602
9100169700;50491475000287;202305;12520203;76910;4772500
9100169891;50517915000147;202305;11011112;77453;4763602
9100169972;31526318000134;202305;12520203;79278;4930202
9100170040;49638633000119;202305;12520203;77771;4399199
9100170121;41999763000175;202305;12520203;76910;4742300
9100170202;50518318000137;202305;12520203;75132;4752100
9100170393;50518345000100;202305;12520203;77330;4683400
9100170474;01107501000304;202305;11011112;79677;0119903
9100170555;50518418000163;202305;12520203;77771;4781400
9100170636;50518493000124;202305;12520203;74870;4755502
9100170717;46360000000101;202305;12533999;74390;2539001
9100170806;50518730000157;202305;11011112;75353;4511102
9100170989;33447813000183;202305;12520203;79278;4789008
9100171012;22121387000177;202305;12520203;76910;4330499
9100171101;04071895000106;202305;12520203;76953;5510803
9100171284;34453355000158;202305;11011112;75353;1813001
9100171365;29956189000172;202305;12533999;77518;1749400
9100171446;50520049000143;202305;12520203;75353;5611203
9100171527;28332908000111;202305;11011112;78859;4683400
9100171608;11669278000172;202305;12533999;74357;4713002
9100171799;46949573000167;202305;12533999;75132;4754701
9100171870;39286533000117;202305;12533999;79154;4729699
9100171950;50520149000170;202305;12520203;74772;4930202
9100172094;50112286000175;202305;12533999;77313;1731100
9100172175;35601824000100;202305;12533999;75051;4781400
9100172256;50483214000134;202305;12533999;77330;4755502
9100172337;36426523000141;202305;12533999;84611;4772500
9100172418;50041690000103;202305;12533999;79219;4781400
9100172507;50037940000123;202305;12533999;79332;4744001
9100172680;50497039000134;202305;12533999;84611;4751201
9100172760;50501474000195;202305;12533999;75353;4751201
9100172841;50455657000111;202305;12533999;76910;4321500
9100172922;49862831000161;202305;12533999;76910;4541207
9100173066;50352118000157;202305;12533999;76910;1091102
9100173147;49110886000115;202305;12533999;54534;4789099
9100173228;42450625000103;202305;12533999;75353;3212400
9100173309;47558066000165;202305;12533999;75132;1821100
9100173490;23938267000120;202305;12533999;76333;4712100
9100173570;50517064000132;202305;12533999;08443;4530704
9100173651;50482127000162;202305;12533999;99597;4789001
9100173732;43789907000194;202305;12533999;78859;4399103
9100173813;49802056000159;202305;12533999;75698;4772500
9100173902;43491854000120;202305;12533999;75353;4930202
9100174038;44608353000144;202305;12533999;75353;3299099
9100174119;49567196000190;202305;12533999;75353;1091102
9100174208;50313957000166;202305;12533999;75353;4930202
9100174380;50501990000110;202305;12533999;79278;4781400
9100174461;48522685000162;202305;12520203;99830;4399103
9100174542;50500682000170;202305;12533999;75353;4761001
9100174623;37804103000203;202305;12520203;77690;4772500
9100174704;50512362000130;202305;12533999;77330;4399103
9100174895;49427749000109;202305;12533999;75353;4772500
9100174976;50479577000104;202305;12533999;75353;4729699
9100175000;46742651000158;202305;12533999;74870;4930202
9100175190;97316293000900;202305;11011112;75353;4634601
9100175271;36554190000136;202305;12533999;08427;3101200
9100175433;50520531000183;202305;11011112;74292;0115600
9100175514;50129858000129;202305;12533999;75353;4751201
9100175603;50520591000104;202305;12520203;75353;4754702
9100175786;50520596000129;202305;11011112;75353;4645101
9100175867;50520630000165;202305;11011112;74837;4789004
9100175948;50520754000140;202305;12520203;74934;4930202
9100176081;50521037000133;202305;12520203;75353;4930202
9100176162;37252981000174;202305;12520203;75353;4751201
9100176243;73417735000270;202305;11011112;77771;4930202
9100176324;47119379000117;202305;12520203;76910;4637199
9100176405;50522285000107;202305;12520203;75353;4781400
9100176596;50521045000180;202305;12533999;77216;4781400
9100176677;19898827000192;202305;12520203;79413;4724500
9100176758;50522605000110;202305;12520203;75353;4530701
9100176839;41409674000121;202305;12520203;75353;5611201
9100176910;25290168000100;202305;12520203;77330;4930202
9100177053;42719444000121;202305;11011112;74934;4689399
9100177134;50523071000147;202305;12520203;75353;4789004
9100177215;37613237000158;202305;12520203;75353;1412602
9100177304;30148887000120;202305;12520203;75353;4789004
9100177487;25190223000190;202305;12520203;77356;4683400
9100177568;41823513000180;202305;12520203;75353;4789002
9100177649;50523229000189;202305;11011112;74250;4642701
9100177720;50523245000171;202305;12520203;76678;4662100
9100177800;19214371000102;202305;12520203;75353;4789002
9100177991;50523293000160;202305;12520203;76910;4751201
9100178025;47772206000101;202305;12520203;74934;2539001
9100178106;50190196000100;202305;12520203;76732;4930202
9100178297;48438140000172;202305;11011112;08621;4929902
9100178378;50518824000126;202305;11011112;74055;4772500
9100178459;50523502000175;202305;12520203;76910;4757100
9100178530;11492141002481;202305;11032112;75116;4530701
9100178610;17442426000106;202305;12520203;75353;4781400
9100178700;44782637000233;202305;12520203;75353;5611203
9100178963;50523677000182;202305;12520203;76678;1052000
9100179005;36433212000100;202305;12520203;76678;4930202
9100179188;34348093000161;202305;11011112;74934;4761001
9100179269;03465703000183;202305;11011112;75892;1081302
9100179340;27288215000106;202305;12520203;75353;1412603
9100179420;18692362000156;202305;12520203;75353;5320201
9100179501;48378686000185;202305;11011112;77313;1111901
9100179692;50518896000173;202305;12520203;75353;4930202
9100179773;50524187000109;202305;12520203;76635;4530703
9100179854;46924192000204;202305;11011112;74870;4930202
9100179935;50524307000160;202305;12520203;75353;4632001
9100180003;39505021000102;202305;12520203;75132;4781400
9100180194;29894115000310;202305;12520203;74870;5620104
9100180437;50524895000131;202305;12520203;79111;4753900
9100180607;50525045000158;202305;12520203;55336;4623109
9100180780;27614670000154;202305;11011112;74250;4683400
9100180860;50525207000158;202305;11011112;75353;4511102
9100180941;50525406000166;202305;12520203;74772;4930202
9100181085;29083487000286;202305;12520203;76910;4772500
9100181166;14661448000241;202305;11011112;75353;5510801
9100181247;32369728000181;202305;11011112;84530;4761003
9100181328;42096742000102;202305;12520203;74250;4645101
9100181409;50525806000171;202305;12520203;75639;4752100
9100181590;50525809000105;202305;12520203;75639;4781400
9100181670;50525810000130;202305;12520203;76910;5611201
9100181751;50277035000140;202304;12560203;79073;4541202
9100181832;50277030000118;202304;12560203;79073;4541202
9100181913;50525897000145;202305;12520203;76910;2599399
9100182057;12364502000180;202305;11011112;79596;4683400
9100182138;50525979000190;202305;12520203;76910;4771704
9100182219;48261011000232;202305;11011112;76872;4712100
9100182308;11917699000175;202305;11011112;08680;2512800
9100182480;50526158000178;202305;12520203;76678;4789002
9100182561;50526287000166;202305;11011112;74934;4741500
9100182642;50526311000167;202305;12520203;08427;5611203
9100182723;28823921000173;202305;12520203;75639;4921302
9100182804;50526552000106;202305;12520203;78956;4723700
9100182995;37517312000187;202305;12520203;75639;4755503
9100183029;50526645000130;202305;12520203;75914;4789005
9100183100;50526711000172;202305;12520203;74276;4623102
9100183290;50526704000170;202305;12520203;78514;5611203
9100183371;37379720000110;202305;12520203;76910;5611203
9100183452;50526872000166;202305;11011112;75639;4511102
9100183533;35778186000199;202305;11011112;79359;0151201
9100183614;32873222000105;202305;11011112;76910;4221904
9100183703;50527145000113;202305;12520203;79154;4754701
9100183886;50527495000180;202305;12520203;75450;4781400
9100183967;50348131000302;202305;11011112;74616;4930202
9100184009;32037402000157;202305;12520203;76678;4930202
9100184181;50527615000149;202305;11011112;76910;4930202
9100184262;00144635000243;202305;11011112;75132;4646001
9100184343;07044388000171;202305;11011112;79154;4744099
9100184424;50528114000187;202305;12520203;77771;5611203
9100184505;14693739000130;202305;11011112;76910;5620102
9100184696;50528250000177;202305;12520203;75353;4772500
9100184777;07155578000166;202305;11011112;75353;4744099
9100184858;01674207000104;202305;12520203;75353;4744099
9100184939;50104580000135;202305;12520203;75574;4929902
